34, src: h22, dst: h144, sport: 35, dport: 35, flowsize: 10, starttime: 100, finishtime: 197, fct: 97, recvtput: 10.31 Gbps, sendtput: 18.18 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 10, starttime: 100, finishtime: 198, fct: 98, recvtput: 10.2 Gbps, sendtput: 17.86 Gbps

35, src: h23, dst: h144, sport: 36, dport: 36, flowsize: 10, starttime: 100, finishtime: 199, fct: 99, recvtput: 10.1 Gbps, sendtput: 17.54 Gbps

37, src: h38, dst: h144, sport: 38, dport: 38, flowsize: 10, starttime: 100, finishtime: 200, fct: 100, recvtput: 10.0 Gbps, sendtput: 17.24 Gbps

32, src: h7, dst: h144, sport: 33, dport: 33, flowsize: 10, starttime: 100, finishtime: 201, fct: 101, recvtput: 9.9 Gbps, sendtput: 16.95 Gbps

31, src: h6, dst: h144, sport: 32, dport: 32, flowsize: 10, starttime: 100, finishtime: 202, fct: 102, recvtput: 9.8 Gbps, sendtput: 16.67 Gbps

33, src: h21, dst: h144, sport: 34, dport: 34, flowsize: 10, starttime: 100, finishtime: 210, fct: 110, recvtput: 9.09 Gbps, sendtput: 14.08 Gbps

36, src: h37, dst: h144, sport: 37, dport: 37, flowsize: 10, starttime: 100, finishtime: 211, fct: 111, recvtput: 9.01 Gbps, sendtput: 12.82 Gbps

38, src: h39, dst: h144, sport: 39, dport: 39, flowsize: 10, starttime: 100, finishtime: 214, fct: 114, recvtput: 8.77 Gbps, sendtput: 10.87 Gbps

39, src: h53, dst: h144, sport: 40, dport: 40, flowsize: 10, starttime: 200, finishtime: 282, fct: 82, recvtput: 12.2 Gbps, sendtput: 20.0 Gbps

43, src: h70, dst: h144, sport: 44, dport: 44, flowsize: 10, starttime: 200, finishtime: 283, fct: 83, recvtput: 12.05 Gbps, sendtput: 19.61 Gbps

41, src: h55, dst: h144, sport: 42, dport: 42, flowsize: 10, starttime: 200, finishtime: 285, fct: 85, recvtput: 11.76 Gbps, sendtput: 18.87 Gbps

40, src: h54, dst: h144, sport: 41, dport: 41, flowsize: 10, starttime: 200, finishtime: 286, fct: 86, recvtput: 11.63 Gbps, sendtput: 18.52 Gbps

42, src: h69, dst: h144, sport: 43, dport: 43, flowsize: 10, starttime: 200, finishtime: 287, fct: 87, recvtput: 11.49 Gbps, sendtput: 18.18 Gbps

44, src: h71, dst: h144, sport: 45, dport: 45, flowsize: 10, starttime: 200, finishtime: 291, fct: 91, recvtput: 10.99 Gbps, sendtput: 16.95 Gbps

45, src: h85, dst: h144, sport: 46, dport: 46, flowsize: 10, starttime: 200, finishtime: 292, fct: 92, recvtput: 10.87 Gbps, sendtput: 16.67 Gbps

52, src: h116, dst: h144, sport: 53, dport: 53, flowsize: 10, starttime: 300, finishtime: 405, fct: 105, recvtput: 9.52 Gbps, sendtput: 17.24 Gbps

51, src: h115, dst: h144, sport: 52, dport: 52, flowsize: 10, starttime: 300, finishtime: 406, fct: 106, recvtput: 9.43 Gbps, sendtput: 16.95 Gbps

55, src: h119, dst: h144, sport: 56, dport: 56, flowsize: 10, starttime: 300, finishtime: 409, fct: 109, recvtput: 9.17 Gbps, sendtput: 16.13 Gbps

53, src: h117, dst: h144, sport: 54, dport: 54, flowsize: 10, starttime: 300, finishtime: 410, fct: 110, recvtput: 9.09 Gbps, sendtput: 15.87 Gbps

48, src: h101, dst: h144, sport: 49, dport: 49, flowsize: 10, starttime: 300, finishtime: 411, fct: 111, recvtput: 9.01 Gbps, sendtput: 15.62 Gbps

50, src: h103, dst: h144, sport: 51, dport: 51, flowsize: 10, starttime: 300, finishtime: 412, fct: 112, recvtput: 8.93 Gbps, sendtput: 15.38 Gbps

46, src: h86, dst: h144, sport: 47, dport: 47, flowsize: 10, starttime: 300, finishtime: 419, fct: 119, recvtput: 8.4 Gbps, sendtput: 12.82 Gbps

49, src: h102, dst: h144, sport: 50, dport: 50, flowsize: 10, starttime: 300, finishtime: 420, fct: 120, recvtput: 8.33 Gbps, sendtput: 12.66 Gbps

47, src: h87, dst: h144, sport: 48, dport: 48, flowsize: 10, starttime: 300, finishtime: 421, fct: 121, recvtput: 8.26 Gbps, sendtput: 11.63 Gbps

54, src: h118, dst: h144, sport: 55, dport: 55, flowsize: 10, starttime: 300, finishtime: 422, fct: 122, recvtput: 8.2 Gbps, sendtput: 11.49 Gbps

